|Nazwa|Cena|Miasto|Dzielnica_N|Dzielnica_Oryg|Pokoje|Stan nieruchomości|Pow. całkowita|Wysokość wnętrza|Piętro|Liczba pięter|Liczba sypialni|Typ kuchni|łazienka razem z WC|Balkon|Stolarka okienna|Depozyt za wynajem|Dodatkowe koszty|Rynek|Forma własności|Rodzaj umowy|Typ budynku|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba łazienek|Pow. balkonu|Taras|Pow. loggii|Rok budowy|Stan budynku|Ogrzewanie|Dostępne od|Materiał budowlany|Liczba poziomów mieszkania|Pow. łazienki|Pow. tarasu|Pow. ogródka|Pow. użytkowa|Cena do negocjacji|Typ oferty|Inwestycja|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
840|Kawalerka / 3,15 wysokie / 5 minut na tramwaj|449000.0|Gdańsk|Jasień|Eugeniusza Węgrzyna| 1 pokój||31.0||01-Apr|||||||||Wtórny|||Blok Mieszkalny|10.04.2024|18.04.2024|morizon-MG500402|83|2|||||2021.0||Co Miejskie|||1.0||||||Sprzedaży|||||
841|Piękne mieszkanie na Starym Mieście|899999.0|Gdańsk|Śródmieście|Stare Miasto, | 3||65.7||03-Mar|||||||||Wtórny|||Blok Mieszkalny|03.04.2024|11.04.2024|morizon-MG878354|87|2|||||1960.0||Co Miejskie||Cegła|1.0||||||Sprzedaży|||||
842|Gdańsk Suchanino, ul. Cygańska Góra 5|1058265.0|Gdańsk|Suchanino|Suchanino, | 2||54.27||02-Feb|||||||||Pierwotny|||Dom Wielorodzinny|15.04.2024|15.04.2024|morizon-MG765757|13|2|||||2023.0|||||||||||Sprzedaży|||||
843|Gdańsk Suchanino, ul. Cygańska Góra 5|1468566.0|Gdańsk|Suchanino|Suchanino, | 3||74.17||01-Apr|||||||||Pierwotny|||Dom Wielorodzinny|15.04.2024|15.04.2024|morizon-MG802046|11|2|||||2023.0|||||||||||Sprzedaży|||||
844|Gdańsk Suchanino, ul. Cygańska Góra 5|1916219.0|Gdańsk|Suchanino|Suchanino, | 3||97.25||01-Feb|||||||||Pierwotny|||Dom Wielorodzinny|15.04.2024|15.04.2024|morizon-MG253592|13|2|||||2023.0|||||||||||Sprzedaży|||||
845|Funkcjonalna kawalerka w cetrum Gdańska|389000.0|Gdańsk|Przymorze|Przymorze, | 1 pokój||20.0||02-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|08.04.2024|09.04.2024|morizon-MG715714|127|2|||||1968.0||Co Miejskie|||1.0||||||Sprzedaży|||||
846|Nowoczesne 2 pok winda i dostęp do siłowni 24/7|549900.0|Gdańsk|Kokoszki|Karczemki Kiełpińskie| 2|WYSOKI STANDARD|45.0||05-May|||ANEKS KUCHENNY||Tak||||Wtórny|||NISKI BLOK|16.04.2024|20.04.2024|morizon-16749/5571/OMS|47|2|||||2018.0||C.O. Z SIECI MIEJSKIEJ||CEGŁA|||||||Sprzedaży|||||
847|Apartament Premium w kamienicy w sercu Oliwy|1700000.0|Gdańsk|Oliwa|Oliwa, | 4||106.0||01-Feb||2.0|||||||Wtórny||||17.04.2024|15.04.2024|morizon-EC277433|27|2|||||1899.0|||||||||||Sprzedaży|||||
848|Gdańsk Suchanino, ul. Cygańska Góra 5|853770.0|Gdańsk|Suchanino|Suchanino, | 2||44.7||02-Feb|||||||||Pierwotny||||15.04.2024|15.04.2024|morizon-MG586210|18|2|||||2023.0|||||||||||Sprzedaży|||||
849|Gdańsk Suchanino, ul. Cygańska Góra 5|894366.0|Gdańsk|Suchanino|Suchanino, | 2||45.17||01-Feb|||||||||Pierwotny||||15.04.2024|15.04.2024|morizon-MG597611|8|2|||||2023.0|||||||||||Sprzedaży|||||
850|Gdańsk Suchanino, ul. Cygańska Góra 5|968649.0|Gdańsk|Suchanino|Suchanino, | 2||49.17||01-Apr|||||||||Pierwotny||||15.04.2024|15.04.2024|morizon-MG284495|12|2|||||2023.0|||||||||||Sprzedaży|||||
851|Wyjątkowa nieruchomość na ul. Cygańska Góra|1468566.0|Gdańsk|Suchanino|Suchanino, | 3||74.17||01-Apr|||||||||Pierwotny|||Dom Wielorodzinny|13.04.2024|13.04.2024|morizon-MG121994|18|2|||||2023.0|||||||||||Sprzedaży|||||
852|Kawalerka idealna pod inwestycję - Nowy Port|299000.0|Gdańsk|Nowy Port|Nowy Port, | 1 pokój||26.0||01-Apr||1.0|||||||Wtórny|||Kamienica|18.04.2024|18.04.2024|morizon-BU498333|79|2|||||1900.0||Gazowe||Cegła|||||||Sprzedaży|||||
853|Trzy pokoje na Zaspie|730000.0|Gdańsk|Zaspa|Zaspa, | 3||55.2||01-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|03.04.2024|16.04.2024|morizon-MG572020|96|2|||||1970.0||Co Miejskie|||1.0||||||Sprzedaży|||||
854|3-pokojowe mieszkanie na Ujeścisku za 579 tys|579000.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 3||64.3||01-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|02.04.2024|17.04.2024|morizon-MG942382|91|2|||||1993.0||Co Miejskie|||1.0||||||Sprzedaży|||||
855|Dom Bliżniak 6 pokoi|790000.0|Gdańsk||| 4||130.0||01-Apr|||||||||Wtórny|||Bliźniak|11.04.2024|18.04.2024|morizon-MG932761|68|2|||Tak||2023.0||Pompa Ciepła|03.04.2024|YTong|1.0||||||Sprzedaży|||||
856|2 pokoje z widokiem na zbiornik retencyjny|595000.0|Gdańsk|Ujeścisko-Łostowice|Konstantego Bergiela| 2||45.63||01-Apr||1.0|||Tak||||Wtórny|||Blok Mieszkalny|21.03.2024|18.04.2024|morizon-MG410490|36|2|||||2005.0||Co Miejskie|||1.0||||||Sprzedaży|||||
857|Mieszkanie 3 pokoje z miejscem w hali Ujeścisko|629000.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 3||49.0||01-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|04.03.2024|16.04.2024|morizon-MG192369|134|2|||||2016.0||Co Miejskie|||1.0||||48,60 m²||Sprzedaży|||||
858|Apartament, I piętro budynku, Stare Miasto|890000.0|Gdańsk|Śródmieście|Śródmieście, | 2||44.58||Jan-17|||||||||Wtórny|||Apartamentowiec|18.03.2024|19.04.2024|morizon-MG636860|90|2|||Tak||2018.0||Co Miejskie|||1.0||||||Sprzedaży|||||
859|2 duże pokoje z widokiem na panoramę miasta|699000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2|BARDZO WYSOKI STANDARD|48.0||04-Apr|||ANEKS KUCHENNY||Tak||||Wtórny|WŁASNOŚĆ||NISKI BLOK|10.04.2024|10.04.2024|morizon-16725/5571/OMS|58|2|||||2024.0||C.O. Z SIECI MIEJSKIEJ||INNY|||||||Sprzedaży|||||
860|APARTAMENT NAD BRZEGIEM MOTŁAWY|890000.0|Gdańsk|Śródmieście|Śródmieście, | 2||34.5||04-Apr|||||||||Pierwotny||||10.04.2024|18.04.2024|morizon-MG541730|30|2|||||2023.0|||||||||||Sprzedaży|||||
861|Apartament inwestycyjny w sercu Gdańska|411470.0|Gdańsk|Przeróbka|Przeróbka, | 2||33.57||04-Apr||1.0|||Tak||||Pierwotny|||Apartamentowiec|19.03.2024|22.04.2024|morizon-133269|106|2|||||2024.0||Co Miejskie|31.12.2024|Pustak|||||||Sprzedaży|||||
862|Loft z ogromnym tarasem i widokiem. Blisko PKM|599000.0|Gdańsk|Jasień|Jasień, | 2||47.01||05-May|||||Tak||||Wtórny|||Apartamentowiec|25.03.2024|25.03.2024|morizon-MG331756|154|2|||Tak||2021.0||Co Miejskie|25.03.2024||2.0||||37,90 m²||Sprzedaży|||||
863|Mieszkanie 2 pokoje z balkonem oraz ogrodem|545000.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 2||41.27||01-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|04.03.2024|22.04.2024|morizon-MG414831|134|2|||||2018.0||Co Miejskie|||1.0||||||Sprzedaży|||||
864|Zielone Osiedle / 2018 / gotowe do wprowadzenia|550000.0|Gdańsk|Jasień|Jasień, | 2||39.2||02-Apr|||||||||Wtórny|||Blok Mieszkalny|29.03.2024|08.04.2024|morizon-MG288456|85|2|||||2018.0||Co Miejskie|||1.0||||||Sprzedaży|||||
865|Mieszkanie 2 pokoje blisko tramwaju Ujeścisko|569000.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 2||46.0||01-Apr||1.0|||Tak||||Wtórny|||Blok Mieszkalny|05.04.2024|19.04.2024|morizon-MG103422|70|2|||||2000.0||Inne|||1.0||||45,40 m²||Sprzedaży|||||
866|"Ogród 120m2 | Pełne wyposażenie | Od ZARAZ"|719000.0|Gdańsk|Piecki-Migowo|Morena Piecki-Migowo| 2||48.0||01-Apr|||||||||Wtórny|||Blok Mieszkalny|23.03.2024|10.04.2024|morizon-MG609579|84|2|||||2008.0||Co Miejskie|||1.0||||||Sprzedaży|||||
867|W pełni umeblowane 2 pokoje blisko Starówki|745000.0|Gdańsk|Śródmieście|Śródmieście, | 2||53.35||01-Apr||2.0|||Nie||||Wtórny||Na wyłączność|Kamienica|29.01.2024|18.04.2024|morizon-ON816868|369|2|||||1906.0||Gazowe||Cegła|1.0||||||Sprzedaży|||||
868|Komfortowe 3-Pokojowe Mieszkanie na Osiedlu Diany|910000.0|Gdańsk|Osowa|Osowa, | 3||74.33||02-Apr|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|26.01.2024|20.04.2024|morizon-ON745962|383|2|||||2014.0||Gazowe|15.04.2024|Pustak|1.0||||||Sprzedaży|||||
869|W pełni umeblowany Apartament z dużym tarasem|1549000.0|Gdańsk|Śródmieście|Śródmieście, | 3||82.82||04-Apr||2.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|25.01.2024|18.04.2024|morizon-ON924586|348|2|||Tak||2014.0||Co Miejskie||Pustak|2.0||||||Sprzedaży|||||
870|Nowe! Gotowe do wprowadzenia! 2 pokoje! Loft|519000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||36.5||02-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|14.03.2024|16.04.2024|morizon-MG417410|115|2|||||2022.0||Co Miejskie|||1.0||||||Sprzedaży|||||
871|Letnica, 3 pokoje, wysoki standard, 9 piętro|1122200.0|Gdańsk|Letnica|Letnica, | 3||64.77||Sep-17||2.0|||||||Wtórny|||Blok Mieszkalny|04.03.2024|18.04.2024|morizon-MG152115|49|2|||||2023.0||Co Miejskie|||1.0||||62,41 m²||Sprzedaży|||||
872|Letnica, 3 pokoje, wysoki standard, 12 piętro|1150000.0|Gdańsk|Letnica|Letnica, | 3||64.63||Dec-17||2.0|||||||Wtórny|||Blok Mieszkalny|04.03.2024|18.04.2024|morizon-MG470193|57|2|||||2023.0||Co Miejskie|||1.0||||62,41 m²||Sprzedaży|||||
873|"Piękne mieszkanie na osiedlu \""NA SWOIM\"""|800000.0|Gdańsk|Chełm|Chełm, | 3||59.78||04-May|||||||||Wtórny|||Blok Mieszkalny|12.04.2024|20.04.2024|morizon-MG384838|40|2|||||2023.0||Co Miejskie|||1.0||||||Sprzedaży|||||
874|2 pokoje blisko Śródmieścia|443700.0|Gdańsk|Orunia|Orunia-Św. Wojciech-Lipce, | 2|DOBRY|51.0|270 cm|02-Mar|||ODDZIELNA|Tak|Nie||||Wtórny|WŁASNOŚĆ||KAMIENICA|02.04.2024|15.04.2024|morizon-16707/5571/OMS|298|2|1.0||Nie||1960.0|Bardzo dobry|C.O. GAZOWE||CEGŁA|1.0||||||Sprzedaży|||||
875|Chełm 2 pokoje! Dostępne od ręki|509000.0|Gdańsk|Chełm|Chełm, | 2||41.1||03-Oct|||||Tak||||Wtórny|||Blok Mieszkalny|11.03.2024|18.04.2024|morizon-MG268315|182|2|||||1986.0||Co Miejskie|||1.0||||||Sprzedaży|||||
876|Śródmieście 2 pokoje w świetnej lokalizacji|555000.0|Gdańsk|Śródmieście|Śródmieście, | 2||31.2||01-Apr|||||||||Wtórny|||Kamienica|09.04.2024|22.04.2024|morizon-MG775476|24|2|||||1952.0||Co Miejskie|||1.0||||||Sprzedaży|||||
877|4 pokojowe Oliwa z widokiem na morze|889000.0|Gdańsk|Oliwa|Oliwa, | 4||62.5||08-Oct|||||Tak||||Wtórny|||Blok Mieszkalny|22.01.2024|14.04.2024|morizon-MG110914|199|2|||||1980.0||Co Miejskie|||1.0||||||Sprzedaży|||||
878|3 pokoje Przymorze|820000.0|Gdańsk|Przymorze|Przymorze, | 3||59.8||01-Apr|||||||||Wtórny|||Blok Mieszkalny|05.03.2024|05.04.2024|morizon-MG193979|208|2|||||1970.0||Co Miejskie|||1.0||||||Sprzedaży|||||
879|4 pokojwe mieszkanie na morenie|1250000.0|Gdańsk|Piecki-Migowo|Morena, | 4||93.4||01-Apr|||||||||Wtórny|||Blok Mieszkalny|29.01.2024|18.04.2024|morizon-MG704240|240|2|||Tak||2007.0||Co Miejskie|||||||||Sprzedaży|||||
880|SUPER LOKALIZACJA, SPACEREM NA PLAŻE|599000.0|Gdańsk|Przymorze|Przymorze, | 3||38.0||01-Oct|||||||||Wtórny|||Falowiec|29.03.2024|04.04.2024|morizon-MG878389|225|2|||||1970.0||Co Miejskie|||1.0||||||Sprzedaży|||||
881|2 POKOJE NA NOWOCZESNYM \'\'ZIELONYM OSIEDLU\'\'|599000.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 2||40.0||01-Mar|||||Tak||||Wtórny|||Blok Mieszkalny|22.03.2024|20.04.2024|morizon-MG933072|74|2|||||2019.0||Co Miejskie|||1.0||||39,57 m²||Sprzedaży|||||
882|Morena, 3 duże pokoje, po remoncie|759000.0|Gdańsk|Piecki-Migowo|Morena, | 3||66.49||04-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|22.03.2024|22.03.2024|morizon-MG669859|54|2|||||1980.0||Co Miejskie|||1.0||||||Sprzedaży|||||
883|"Mieszkanie z dużym potencjałem | Wrzeszcz"|799000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||131.3||01-Apr||2.0|||Nie||||Wtórny|||Blok Mieszkalny|30.10.2023|18.04.2024|morizon-ON785064|2 388|2|||Tak||1965.0||Co Miejskie||Cegła|2.0||||||Sprzedaży|||||
884|Gdańsk Środmieście/2pokoje45m2/ Cisza i spokój|825000.0|Gdańsk|Śródmieście|Śródmieście, | 2||45.0||01-Apr|||||||||Wtórny|||NISKI BLOK|11.04.2024|22.04.2024|morizon-435/5952/OMS|83|2|||||2010.0|||||||||||Sprzedaży|||||
885|Inwestuj w apatamenty nad Motławą! Odlicz 23 VAT|435678.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||27.44||03-Apr|||||Tak||||Wtórny|||Apartamentowiec|08.03.2024|16.04.2024|morizon-MG869949|31|2|||||2024.0||Co Miejskie|||1.0||||||Sprzedaży|||||
886|Inwestuj w apatamenty nad Motławą! Odlicz 23 VAT|548191.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||40.09||01-Apr|||||Tak||||Wtórny|||Apartamentowiec|08.03.2024|16.04.2024|morizon-MG767499|38|2|||||2024.0||Co Miejskie|||1.0||||||Sprzedaży|||||
887|"Dwupoziomowy apartament | Wysoki Standard | Jasień"|750000.0|Gdańsk|Jasień|Jasień, | 3||78.9||03-Mar|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|13.04.2023|11.04.2024|morizon-ON400908|1 813|2|||Tak||2014.0||Co Miejskie|13.04.2023|Pustak|||||||Sprzedaży|||||
888|Apartament 3-Pokojowy Blisko Morza|1274000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||75.76||01-Dec||2.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|21.11.2023|11.04.2024|morizon-ON215682|842|2|||Tak||2019.0||Co Miejskie|||1.0||||||Sprzedaży|||||
889|KAWALERKA Z WIDOKIEM NA ZATOKĘ, BLISKO MORZA|620000.0|Gdańsk|Letnica|Letnica, | 2||31.0||15|17||||Tak||||Wtórny|||Blok Mieszkalny|22.03.2024|22.03.2024|morizon-MG390439|73|2|||||2021.0||Co Miejskie|||1.0||||30,85 m²||Sprzedaży|||||
890|Mieszkaj i zarabiaj - Twój komfort blisko Oliwy|1649000.0|Gdańsk|Strzyża|Strzyża, | 5||134.32||01-Jan|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|07.12.2023|18.04.2024|morizon-ON250408|648|2|||||1945.0||Co Miejskie|||||||||Sprzedaży|||||
891|Apartament / widok na morze i miasto / Trzy Żagle|1650000.0|Gdańsk|Przymorze|Przymorze, | 4||92.3||16|17||||Nie||||Wtórny||Na wyłączność|Apartamentowiec|29.09.2023|11.04.2024|morizon-ON587408|955|2|||||2010.0||Co Miejskie|28.09.2023||1.0||||||Sprzedaży|||||
892|Inwestuj w apatamenty nad Motławą! Odlicz 23 VAT|408832.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||25.47||04-Apr|||||Tak||||Wtórny|||Apartamentowiec|08.03.2024|16.04.2024|morizon-MG320950|49|2|||||2024.0||Co Miejskie|||1.0||||||Sprzedaży|||||
893|"Gotowe do wprowadzenia 3 pokoje | Jasień"|678000.0|Gdańsk|Jasień|Jasień, | 3||67.88||04-Apr||4.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|23.09.2023|11.04.2024|morizon-ON136248|1 476|2|||||2021.0||Co Miejskie||Pustak|||||||Sprzedaży|||||
894|Scandynavia - gotowe do odbioru|482932.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||42.8||01-Apr|||||||||Pierwotny|||Blok Mieszkalny|12.03.2024|12.03.2024|morizon-MG500471|32|2|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
895|Wyjątkowe mieszkanie, 7 min od plaży|999000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||48.51||01-Apr|||||||||Wtórny|||Blok Mieszkalny|16.01.2024|20.04.2024|morizon-552963|462|0|||Tak||2022.0||Co Miejskie|||||||||Sprzedaży|||||
896|Wyjątkowe mieszkanie, 7 min od plaży|999000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||48.51||01-Apr|||||||||Wtórny|||Blok Mieszkalny|16.01.2024|20.04.2024|morizon-552963|462|0|||Tak||2022.0||Co Miejskie|||||||||Sprzedaży|||||
897|Wyjątkowe mieszkanie, 7 min od plaży|999000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||48.51||01-Apr|||||||||Wtórny|||Blok Mieszkalny|16.01.2024|20.04.2024|morizon-552963|462|0|||Tak||2022.0||Co Miejskie|||||||||Sprzedaży|||||
898|Wyjątkowe mieszkanie, 7 min od plaży|999000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||48.51||01-Apr|||||||||Wtórny|||Blok Mieszkalny|16.01.2024|20.04.2024|morizon-552963|462|0|||Tak||2022.0||Co Miejskie|||||||||Sprzedaży|||||
899|Wyjątkowe mieszkanie, 7 min od plaży|999000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||48.51||01-Apr|||||||||Wtórny|||Blok Mieszkalny|16.01.2024|20.04.2024|morizon-552963|462|0|||Tak||2022.0||Co Miejskie|||||||||Sprzedaży|||||
900|Wyjątkowe mieszkanie, 7 min od plaży|999000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||48.51||01-Apr|||||||||Wtórny|||Blok Mieszkalny|16.01.2024|20.04.2024|morizon-552963|462|0|||Tak||2022.0||Co Miejskie|||||||||Sprzedaży|||||
901|Komfortowe Mieszkanie z systemem Smart Home|688000.0|Gdańsk|Kokoszki|Kokoszki, | 3||68.6||02-Apr|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|23.12.2023|18.04.2024|morizon-ON116971|416|2|||||2009.0||Gazowe|||||||||Sprzedaży|||||
902|Wygodne mieszkanie na Morenie - Myśliwska|699000.0|Gdańsk|Piecki-Migowo|Piecki-Migowo, | 2||58.04||01-Mar||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|28.09.2023|11.04.2024|morizon-ON332571|1 345|2|||||2009.0||Co Miejskie||Pustak|1.0||||||Sprzedaży|||||
903|Inwestuj w apatamenty nad Motławą! Odlicz 23 VAT|510045.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||33.89||02-Apr|||||Tak||||Wtórny|||Apartamentowiec|08.03.2024|16.04.2024|morizon-MG336707|17|2|||||2024.0||Co Miejskie|||1.0||||||Sprzedaży|||||
904|IDEALNA INWESTYCJA POD NAJEM|970000.0|Gdańsk|Wrzeszcz|Wrzeszcz Górny, | 3||97.0||01-Feb|||||||||Wtórny|||Kamienica|09.02.2024|17.04.2024|morizon-MG606285|434|2|||||1905.0||Inne|||1.0||||||Sprzedaży|||||
905|Przytulne mieszkanie na Letnicy|699000.0|Gdańsk|Letnica|Letnica, | 2||37.0||02-Jun||1.0|||Tak||||Wtórny||Na wyłączność||19.04.2024|19.04.2024|morizon-248242|15|2|||||2019.0|||||1.0||||||Sprzedaży|||||
906|Cztery niezależne pokoje/ po generalnym remoncie|850000.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 4||78.2||01-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|10.01.2024|22.04.2024|morizon-MG109126|153|2|||||1998.0||Co Miejskie|||1.0||||||Sprzedaży|||||
907|3 pokoje z ogrodem od zaraz|699000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 3||67.7||01-Apr|||||||||Wtórny|||Blok Mieszkalny|06.02.2024|21.03.2024|morizon-MG438635|146|2|||||2007.0||Co Własne|||1.0||||||Sprzedaży|||||
908|Nowa niższa cena! Dostępne od ręki|399000.0|Gdańsk|Siedlce|Siedlce, | 1 pokój||30.94||09-Oct|||||||||Wtórny|||Blok Mieszkalny|24.01.2024|10.04.2024|morizon-MG998465|172|2|||||1977.0||Co Miejskie|||1.0||||||Sprzedaży|||||
909|IDEALNE POD INWESTYCJE|799000.0|Gdańsk|Śródmieście|Śródmieście, | 2||46.5||03-Mar|||||||||Wtórny|||Kamienica|03.03.2024|11.03.2024|morizon-MG840186|96|2|||||1950.0||Co Miejskie|||1.0||||||Sprzedaży|||||
910|2 pokoje Morena|599000.0|Gdańsk|Piecki-Migowo|Morena Piecki-Migowo, | 2||42.0||03-Apr|||||||||Wtórny|||Blok Mieszkalny|10.04.2024|10.04.2024|morizon-MG366241|38|2|||||2012.0||Co Miejskie|||1.0||||||Sprzedaży|||||
911|Zamieszkaj Blisko Centrum|645837.0|Gdańsk|Siedlce|Siedlce, | 2||38.71||01-Jun|||||||||Pierwotny|||Blok Mieszkalny|20.03.2024|28.03.2024|morizon-MG566482|24|2||||||||||||||||Sprzedaży|||||
912|Zamieszkaj Blisko Centrum|660960.0|Gdańsk|Siedlce|Siedlce, | 2||40.5||05-Jun|||||||||Pierwotny|||Blok Mieszkalny|20.03.2024|20.03.2024|morizon-MG622741|25|2||||||||||||||||Sprzedaży|||||
913|2 pokoje z ogrodem w stanie deweloperskim, bez PCC|895000.0|Gdańsk|Suchanino|Suchanino, | 2||45.17||01-Apr|||||||||Pierwotny|||Apartamentowiec|07.03.2024|13.03.2024|morizon-MG868089|42|2|||Tak||2024.0||Co Miejskie|||1.0||||||Sprzedaży|||||
914|Zamieszkaj Blisko Centrum|935683.0|Gdańsk|Siedlce|Siedlce, | 2||51.08||01-Jun|||||||||Pierwotny|||Blok Mieszkalny|20.03.2024|20.03.2024|morizon-MG502909|29|2||||||||||||||||Sprzedaży|||||
915|Letnica, możliwość 2 pokoi. Widok na morze|499000.0|Gdańsk|Letnica|Letnica, | 1 pokój||32.5||Oct-17|||||||||Wtórny|||Apartamentowiec|23.02.2024|02.04.2024|morizon-MG342490|164|2|||||2023.0||Co Miejskie|||1.0||||||Sprzedaży|||||
916|"Apartament wśród rezerwatu | 1 km od morza"|549000.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo| 3||36.82||01-Jan|||||||||Wtórny|||Blok Mieszkalny|08.02.2024|13.03.2024|morizon-MG515005|97|2|||||2025.0||Gazowe|||1.0||||||Sprzedaży|||||
917|"Apartament wśród rezerwatu | 1 km od morza"|699000.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo| 3||58.53||01-Jan|||||||||Wtórny|||Blok Mieszkalny|08.02.2024|13.03.2024|morizon-MG581103|97|2|||||2025.0||Gazowe|||1.0||||||Sprzedaży|||||
918|Gotowiec inwestycyjny w centrum Śródmieścia|879000.0|Gdańsk|Śródmieście|Śródmieście, | 4||60.45||01-Apr|||||||||Wtórny|||Kamienica|01.09.2023|27.11.2023|morizon-MG516031|341|2|||||1960.0||Co Miejskie|||1.0||||||Sprzedaży|||||
919|SOL MARINA apartament 2 pokojowy widok na marine|1025000.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo, | 2||39.86||01-Feb||1.0|||||||Wtórny|||Apartamentowiec|10.07.2023|08.09.2023|morizon-MG906221|252|2|||Tak||2023.0||Co Miejskie|||||||||Sprzedaży|||||
920|Hit! Kawalerka po remoncie na Chełmie|269999.0|Gdańsk|Chełm|Chełm, | 1 pokój||22.0||01-Apr|||||||||Wtórny|||Wolnostojący|29.11.2023|13.04.2024|morizon-MG770483|853|2|||||1990.0||Elektryczne|||1.0||||||Sprzedaży|||||
921|Duże 3 pokojowe mieszkanie- Letnica|1070000.0|Gdańsk|Brzeźno|Brzeźno, | 3||73.87||01-May|||||Tak||||Wtórny|||Blok Mieszkalny|22.06.2022|15.01.2024|morizon-MG593750|1 435|2|||||2022.0||Co Miejskie|||1.0||||||Sprzedaży|||||
922|Dwa samodzielne pokoje z pięknym widokiem|640000.0|Gdańsk|Chełm|Chełm, | 2||50.0||03-Apr|||||Tak||||Wtórny||Na wyłączność||02.04.2024|04.04.2024|morizon-893736|93|2|||||1991.0|||||||||||Sprzedaży|||||
923|SOL MARINA apartament 2 pokojowy widok na marine|1024193.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo, | 2||39.74||01-Feb||1.0|||||||Wtórny|||Apartamentowiec|10.07.2023|07.09.2023|morizon-MG557331|203|2|||Tak||2023.0||Co Miejskie|||||||||Sprzedaży|||||
924|/Apartament/Panorama/Westerplatte/ 82 m2/4 pokoje/|1153600.0|Gdańsk|Letnica|Letnica, | 4||82.4||Jul-17||3.0|||Tak||||Pierwotny|||Apartamentowiec|29.11.2022|20.03.2024|morizon-900500|1 246|2|||||2022.0||Co Miejskie|08.01.2024|Inne|||||||Sprzedaży|||||
925|Kawalerka z balkonem|482500.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo, | 1 pokój||27.69||01-Feb|||||||||Wtórny|||Blok Mieszkalny|07.11.2022|12.04.2024|morizon-MG864664|773|2|||||2023.0||Gazowe|||1.0||||||Sprzedaży|||||
926|12 Piętro I Quattro Towers I 138m2|2149000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||138.0||Dec-16||2.0|||Tak||||Wtórny|||Apartamentowiec|04.09.2023|13.11.2023|morizon-MG762346|595|2|||Tak||2014.0||Co Miejskie|||1.0||||||Sprzedaży|||||
927|Ostatnie mieszkanie, gotowe do odbioru, 3 pokoje|573210.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 3||63.69||01-Mar|||||||||Pierwotny|||Blok Mieszkalny|02.01.2024|01.04.2024|morizon-MG390274|69|2|||Tak||||Co Miejskie|||||||||Sprzedaży|||||
